access	author	category	consortium	filename	id	mr	ncase	ncontrol	note	nsnp	path	pmid	population	priority	sample_size	sd	sex	subcategory	trait	unit	year
public	Randall JC	Risk factor	GIANT	GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HIP_WOMEN_N.txt.tab	99	1	NA	NA	NA	2725756	/projects/MRC-IEU/publicdata/GWAS_summary_data/GIANT_2010_2012_2013	23754948	European	7	73137	8.4548	Females	Anthropometric	Hip circumference	SD (cm)	2013
public	Wade TD	Disease	NA	Wadeetal_Bulimia_AssociationResults.txt.gz.tab	990	1	151	2291	NA	11846513	/projects/MRC-IEU/groups/evidencehub/Wade_Bulimia_nervosa	23568457	European	1	2442	NA	Females	Psychiatric / neurological	Bulimia nervosa	log odds	2013
public	Paternoster	Disease	EAGLE	2014-02-13_EAGLE_Eczema_GWAMA_CEU_fixed_without_23andMe.rsid.tab	996	1	10788	30047	23andME excluded	11059641	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/EAGLE_Eczema	26482879	European	1	40835	NA	Males and females	Autoimmune / inflammatory	Eczema	log odds	2014
public	Lu	Risk factor	NA	body_fat_percentage_GWAS_PLUS_MC_ALL_ancestry_se_Sex_combined_for_locus_zoom_plot.TBL.txt.tab	999	1	NA	NA	89% European	3228665	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Lu_BodyFat	26833246	European	1	100716	NA	Males and females	Anthropometric	Body fat	SD	2016
public	Neale	NA	Neale Lab	Allele.reorder.1001.assoc.tsv.gz.tab	UKB-a:1	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	34342	0	Males and Females	NA	Duration of strenuous sports	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.1170.assoc.tsv.gz.tab	UKB-a:10	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	336501	0	Males and Females	NA	Getting up in morning	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20002_1453.assoc.tsv.gz.tab	UKB-a:100	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Non-cancer illness code  self-reported: psoriasis	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20002_1456.assoc.tsv.gz.tab	UKB-a:101	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Non-cancer illness code  self-reported: malabsorption/coeliac disease	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20002_1458.assoc.tsv.gz.tab	UKB-a:102	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Non-cancer illness code  self-reported: diverticular disease/diverticulitis	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20002_1462.assoc.tsv.gz.tab	UKB-a:103	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Non-cancer illness code  self-reported: crohns disease	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20002_1463.assoc.tsv.gz.tab	UKB-a:104	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Non-cancer illness code  self-reported: ulcerative colitis	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20002_1464.assoc.tsv.gz.tab	UKB-a:105	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Non-cancer illness code  self-reported: rheumatoid arthritis	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20002_1465.assoc.tsv.gz.tab	UKB-a:106	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Non-cancer illness code  self-reported: osteoarthritis	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20002_1466.assoc.tsv.gz.tab	UKB-a:107	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Non-cancer illness code  self-reported: gout	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20002_1473.assoc.tsv.gz.tab	UKB-a:108	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Non-cancer illness code  self-reported: high cholesterol	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20002_1474.assoc.tsv.gz.tab	UKB-a:109	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Non-cancer illness code  self-reported: hiatus hernia	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.1180.assoc.tsv.gz.tab	UKB-a:11	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	301143	0	Males and Females	NA	Morning/evening person (chronotype)	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20002_1494.assoc.tsv.gz.tab	UKB-a:110	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Non-cancer illness code  self-reported: varicose veins	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20002_1497.assoc.tsv.gz.tab	UKB-a:111	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Non-cancer illness code  self-reported: pneumothorax	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20002_1526.assoc.tsv.gz.tab	UKB-a:112	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Non-cancer illness code  self-reported: polio / poliomyelitis	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20002_1538.assoc.tsv.gz.tab	UKB-a:113	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Non-cancer illness code  self-reported: arthritis (nos)	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20002_1588.assoc.tsv.gz.tab	UKB-a:114	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Non-cancer illness code  self-reported: hypertrophic cardiomyopathy (hcm / hocm)	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20002_1661.assoc.tsv.gz.tab	UKB-a:115	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Non-cancer illness code  self-reported: vitiligo	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140860696.assoc.tsv.gz.tab	UKB-a:116	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: lisinopril	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140860806.assoc.tsv.gz.tab	UKB-a:117	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: ramipril	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140860954.assoc.tsv.gz.tab	UKB-a:118	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: isosorbide mononitrate	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140861008.assoc.tsv.gz.tab	UKB-a:119	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: isosorbide dinitrate	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.1190.assoc.tsv.gz.tab	UKB-a:12	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337074	0	Males and Females	NA	Nap during day	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140861832.assoc.tsv.gz.tab	UKB-a:120	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: tranexamic acid	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140861958.assoc.tsv.gz.tab	UKB-a:121	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: simvastatin	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140861998.assoc.tsv.gz.tab	UKB-a:122	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: ventolin 100micrograms inhaler	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140862236.assoc.tsv.gz.tab	UKB-a:123	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: atrovent 20micrograms inhaler	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140862382.assoc.tsv.gz.tab	UKB-a:124	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: becotide 50 inhaler	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140864070.assoc.tsv.gz.tab	UKB-a:125	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: kapake tablet	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140864752.assoc.tsv.gz.tab	UKB-a:126	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: lansoprazole	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140864952.assoc.tsv.gz.tab	UKB-a:127	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: lisinopril+hydrochlorothiazide 10mg/12.5mg tablet	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140864992.assoc.tsv.gz.tab	UKB-a:128	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: tramadol	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140865634.assoc.tsv.gz.tab	UKB-a:129	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: omeprazole	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.1200.assoc.tsv.gz.tab	UKB-a:13	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	336965	0	Males and Females	NA	Sleeplessness / insomnia	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140865716.assoc.tsv.gz.tab	UKB-a:130	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: senna	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140866738.assoc.tsv.gz.tab	UKB-a:131	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: atenolol	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140868226.assoc.tsv.gz.tab	UKB-a:132	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: aspirin	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140869176.assoc.tsv.gz.tab	UKB-a:133	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: logynon tablet	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140870504.assoc.tsv.gz.tab	UKB-a:134	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: hydroxocobalamin product	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140870570.assoc.tsv.gz.tab	UKB-a:135	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: vitamin b12 preparation	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140871310.assoc.tsv.gz.tab	UKB-a:136	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: ibuprofen	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140871692.assoc.tsv.gz.tab	UKB-a:137	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: morphine	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140874420.assoc.tsv.gz.tab	UKB-a:138	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: quinine	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140874744.assoc.tsv.gz.tab	UKB-a:139	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: gliclazide	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.1210.assoc.tsv.gz.tab	UKB-a:14	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	314449	0	Males and Females	NA	Snoring	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140874866.assoc.tsv.gz.tab	UKB-a:140	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: carbimazole	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140874930.assoc.tsv.gz.tab	UKB-a:141	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: prednisolone	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140875408.assoc.tsv.gz.tab	UKB-a:142	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: allopurinol	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140876136.assoc.tsv.gz.tab	UKB-a:143	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: beconase 50micrograms nasal spray	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140876146.assoc.tsv.gz.tab	UKB-a:144	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: rhinocort 50micrograms nasal spray	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140879406.assoc.tsv.gz.tab	UKB-a:145	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: ranitidine	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140879616.assoc.tsv.gz.tab	UKB-a:146	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: amitriptyline	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140879628.assoc.tsv.gz.tab	UKB-a:147	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: dothiepin	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140879760.assoc.tsv.gz.tab	UKB-a:148	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: bisoprolol	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140879778.assoc.tsv.gz.tab	UKB-a:149	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: doxazosin	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.1220.assoc.tsv.gz.tab	UKB-a:15	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	336082	0	Males and Females	NA	Daytime dozing / sleeping (narcolepsy)	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140879802.assoc.tsv.gz.tab	UKB-a:150	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: amlodipine	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140881856.assoc.tsv.gz.tab	UKB-a:151	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: salbutamol	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140882800.assoc.tsv.gz.tab	UKB-a:152	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: eumovate cream	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140883066.assoc.tsv.gz.tab	UKB-a:153	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: insulin product	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140883504.assoc.tsv.gz.tab	UKB-a:154	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: cetirizine	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140884444.assoc.tsv.gz.tab	UKB-a:155	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: codeine	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140884488.assoc.tsv.gz.tab	UKB-a:156	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: diclofenac	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140884512.assoc.tsv.gz.tab	UKB-a:157	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: liothyronine	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140884516.assoc.tsv.gz.tab	UKB-a:158	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: thyroxine product	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140884600.assoc.tsv.gz.tab	UKB-a:159	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: metformin	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.1239.assoc.tsv.gz.tab	UKB-a:16	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337030	0	Males and Females	NA	Current tobacco smoking	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140888266.assoc.tsv.gz.tab	UKB-a:160	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: warfarin	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140888552.assoc.tsv.gz.tab	UKB-a:161	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: enalapril	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140888560.assoc.tsv.gz.tab	UKB-a:162	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: perindopril	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.20003_1140888570.assoc.tsv.gz.tab	UKB-a:163	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337159	0	Males and Females	NA	Treatment/medication code: flecainide	NA	2017
