Name,Infinium Design Type,Chromosome,Location (hg19),Strand,Gene Symbol,Effect,Std. Error,Z-value,P-value,FDR,P-value (Current vs. Never),FDR (Current vs. Never),Dose Response
cg00751072,II,19,"18,529,121",R,SSBP4,1.1E-06,1.1E-06,0.99,0.3230,0.3739,5.81E-05,3.4E-03,0
cg17873465,I,1,"168,195,314",R,SFT2D2,-9.1E-07,4.3E-07,-2.12,0.0339,0.0554,5.82E-05,3.4E-03,0
cg09644153,II,16,"3,345,646",R,,1.1E-05,3.2E-06,3.48,5.0E-04,0.0016,5.83E-05,3.4E-03,1
cg18205770,II,5,"87,439,353",F,,-3.1E-06,2.3E-06,-1.35,0.1760,0.2225,5.83E-05,3.4E-03,0
cg01865484,II,19,"49,609,888",R,SNRNP70,2.4E-06,1.2E-06,1.93,0.0542,0.0820,5.83E-05,3.4E-03,0
cg22915582,II,3,"128,204,047",F,GATA2,-1.5E-06,9.7E-07,-1.59,0.1108,0.1502,5.83E-05,3.4E-03,0
cg14455613,II,3,"125,648,160",F,LOC100125556;ALG1L,-3.3E-06,1.1E-06,-2.92,0.0035,0.0083,5.83E-05,3.4E-03,1
cg00286497,II,10,"43,668,100",R,CSGALNACT2,-7.3E-07,1.1E-06,-0.64,0.5217,0.5679,5.83E-05,3.4E-03,0
cg03773862,II,7,"37,123,550",F,ELMO1,-5.0E-06,2.1E-06,-2.35,0.0187,0.0337,5.84E-05,3.4E-03,1
cg15465439,II,11,"70,257,059",R,CTTN,3.2E-06,1.6E-06,1.94,0.0522,0.0794,5.85E-05,3.5E-03,0
cg06586496,II,18,"21,715,307",F,TTC39C,-1.2E-06,9.3E-07,-1.32,0.1874,0.2348,5.85E-05,3.5E-03,0
cg24972288,II,11,"8,892,893",F,ST5,4.4E-07,6.0E-07,0.73,0.4645,0.5129,5.86E-05,3.5E-03,0
cg18789636,I,18,"14,430,708",R,,-1.5E-06,5.0E-06,-0.30,0.7679,0.7961,5.86E-05,3.5E-03,0
cg05945401,II,6,"31,506,990",F,BAT1,-4.0E-06,2.2E-06,-1.79,0.0730,0.1051,5.87E-05,3.5E-03,0
cg21182407,II,6,"3,119,541",R,BPHL,-5.3E-06,1.3E-06,-4.18,3.0E-05,1.5E-04,5.87E-05,3.5E-03,1
cg12210293,II,7,"150,413,801",R,GIMAP1,2.2E-06,6.6E-07,3.32,8.9E-04,0.0026,5.88E-05,3.5E-03,1
cg02835823,II,16,"85,979,060",R,,7.9E-06,1.9E-06,4.13,3.6E-05,1.7E-04,5.88E-05,3.5E-03,1
cg01928820,II,6,"42,883,624",R,PTCRA,3.5E-06,1.7E-06,2.05,0.0407,0.0646,5.88E-05,3.5E-03,0
cg26301908,II,16,"11,350,915",F,SOCS1,-2.1E-06,6.0E-07,-3.52,4.4E-04,0.0014,5.89E-05,3.5E-03,1
cg09660894,I,5,"14,358,043",R,TRIO,1.0E-05,2.0E-06,5.17,2.4E-07,2.2E-06,5.89E-05,3.5E-03,1
cg12907959,II,22,"36,552,828",F,APOL3,6.4E-07,7.0E-07,0.92,0.3584,0.4091,5.89E-05,3.5E-03,0
cg16871828,II,1,"145,474,701",F,ANKRD34A,1.8E-06,1.4E-06,1.24,0.2168,0.2661,5.89E-05,3.5E-03,0
cg03844971,II,12,"122,518,517",R,MLXIP,-1.5E-06,7.7E-07,-1.98,0.0475,0.0736,5.89E-05,3.5E-03,0
cg13877801,II,7,"138,666,834",R,KIAA1549,4.4E-06,1.2E-06,3.57,3.6E-04,0.0012,5.89E-05,3.5E-03,1
cg12422704,II,17,"1,080,694",F,ABR,3.3E-06,1.5E-06,2.24,0.0250,0.0428,5.90E-05,3.5E-03,1
cg04628369,II,20,"56,247,426",R,PMEPA1,3.3E-06,1.4E-06,2.33,0.0200,0.0357,5.90E-05,3.5E-03,1
cg08375941,II,3,"98,250,382",R,GPR15,-1.3E-05,2.2E-06,-5.73,1.0E-08,1.3E-07,5.91E-05,3.5E-03,1
cg12910806,II,1,"246,728,677",R,CNST;TFB2M,-1.3E-05,3.7E-06,-3.56,3.7E-04,0.0012,5.91E-05,3.5E-03,1
cg24496475,I,4,"1,400,189",R,,4.0E-06,3.4E-06,1.17,0.2401,0.2900,5.92E-05,3.5E-03,0
cg17467525,II,1,"9,686,523",R,,-7.4E-06,2.1E-06,-3.44,5.9E-04,0.0018,5.92E-05,3.5E-03,1
cg20244073,II,X,"10,851,627",F,MID1,-9.6E-06,2.6E-06,-3.74,1.8E-04,6.9E-04,5.94E-05,3.5E-03,1
cg06707369,II,19,"36,400,425",F,TYROBP,-1.6E-07,1.2E-06,-0.13,0.8982,0.9120,5.94E-05,3.5E-03,0
cg11202634,II,8,"37,184,569",F,,2.5E-06,1.9E-06,1.32,0.1855,0.2329,5.94E-05,3.5E-03,0
cg14663278,II,1,"156,211,409",R,BGLAP,-3.8E-06,1.7E-06,-2.19,0.0285,0.0479,5.94E-05,3.5E-03,1
cg12407791,II,17,"73,824,354",F,UNC13D,6.5E-06,3.8E-06,1.70,0.0883,0.1238,5.94E-05,3.5E-03,0
cg13935009,I,1,"205,497,713",F,CDK18,-5.8E-06,2.7E-06,-2.16,0.0305,0.0506,5.95E-05,3.5E-03,0
cg12284098,II,8,"1,993,893",R,MYOM2,6.9E-06,4.0E-06,1.71,0.0865,0.1216,5.95E-05,3.5E-03,0
cg09513380,II,13,"100,622,253",F,ZIC5,3.8E-06,1.6E-06,2.37,0.0179,0.0325,5.95E-05,3.5E-03,1
cg11673244,II,22,"22,007,100",R,MIR130B;MIR301B,-9.2E-06,2.5E-06,-3.63,2.8E-04,9.8E-04,5.95E-05,3.5E-03,1
cg21647278,II,2,"207,026,795",F,EEF1B2;SNORA41,-7.3E-06,2.1E-06,-3.50,4.7E-04,0.0015,5.96E-05,3.5E-03,1
cg18068411,II,10,"16,481,929",F,PTER,-4.7E-06,1.1E-06,-4.21,2.5E-05,1.3E-04,5.96E-05,3.5E-03,1
cg08094571,II,19,"16,682,354",R,SLC35E1,-7.2E-06,1.5E-06,-4.91,8.9E-07,7.0E-06,5.96E-05,3.5E-03,1
cg27664496,I,12,"113,515,835",F,DTX1,1.4E-05,3.2E-06,4.45,8.5E-06,5.0E-05,5.97E-05,3.5E-03,1
cg09001549,I,12,"129,281,454",R,SLC15A4,5.6E-06,1.8E-06,3.05,0.0023,0.0058,5.98E-05,3.5E-03,1
cg24985035,II,17,"36,147,478",R,,-4.6E-06,3.1E-06,-1.49,0.1372,0.1798,5.98E-05,3.5E-03,0
cg00049323,II,5,"472,564",R,LOC25845,-1.1E-05,2.9E-06,-3.82,1.3E-04,5.3E-04,5.99E-05,3.5E-03,1
cg13577072,II,11,"2,715,286",R,KCNQ1;KCNQ1OT1,4.0E-06,1.4E-06,2.96,0.0031,0.0074,5.99E-05,3.5E-03,1
cg23617121,II,11,"3,121,460",R,OSBPL5,5.0E-06,1.2E-06,4.23,2.3E-05,1.2E-04,5.99E-05,3.5E-03,1
cg18272633,II,11,"2,848,492",F,KCNQ1,-6.3E-06,1.4E-06,-4.49,7.0E-06,4.2E-05,6.00E-05,3.5E-03,1
cg14422366,II,14,"91,738,087",R,CCDC88C,-5.6E-06,1.4E-06,-3.94,8.2E-05,3.5E-04,6.00E-05,3.5E-03,1
cg14783891,I,1,"27,730,060",R,,-2.0E-07,1.3E-06,-0.16,0.8764,0.8928,6.01E-05,3.5E-03,0
cg08362785,I,22,"40,814,878",R,MKL1,1.0E-05,1.5E-06,6.63,3.3E-11,7.6E-10,6.01E-05,3.5E-03,1
cg03281572,II,10,"114,502,318",F,VTI1A,-6.9E-06,1.9E-06,-3.59,3.3E-04,0.0011,6.02E-05,3.5E-03,1
cg02623114,II,8,"145,015,122",R,PLEC1,-6.9E-06,1.6E-06,-4.37,1.3E-05,7.0E-05,6.03E-05,3.5E-03,1
cg21302651,II,17,"19,976,569",R,,-7.2E-07,1.2E-06,-0.62,0.5372,0.5829,6.03E-05,3.5E-03,0
cg26888012,II,6,"31,091,383",F,PSORS1C1,-2.7E-06,1.7E-06,-1.62,0.1043,0.1425,6.03E-05,3.5E-03,0
cg17611742,II,1,"197,745,238",R,DENND1B,-9.8E-06,1.9E-06,-5.03,4.9E-07,4.1E-06,6.03E-05,3.5E-03,1
cg13105904,II,14,"24,900,044",R,CBLN3;KHNYN,-1.4E-05,4.3E-06,-3.12,0.0018,0.0048,6.04E-05,3.5E-03,1
cg18972123,II,10,"54,532,059",R,MBL2,-6.9E-06,1.7E-06,-4.00,6.2E-05,2.8E-04,6.05E-05,3.5E-03,1
cg10163955,II,10,"8,101,402",F,GATA3,-1.6E-05,2.4E-06,-6.81,9.5E-12,2.5E-10,6.05E-05,3.5E-03,1
cg15842722,II,20,"23,499,644",F,CSTT,-5.2E-06,1.5E-06,-3.42,6.3E-04,0.0020,6.05E-05,3.5E-03,1
cg23654219,II,6,"31,127,527",F,TCF19,-7.0E-06,1.7E-06,-4.03,5.6E-05,2.5E-04,6.05E-05,3.5E-03,1
cg20981219,II,14,"77,385,200",R,,-9.6E-06,2.5E-06,-3.90,9.6E-05,4.0E-04,6.06E-05,3.6E-03,1
cg14155397,II,15,"66,678,782",R,MAP2K1,-5.6E-06,1.5E-06,-3.68,2.4E-04,8.5E-04,6.07E-05,3.6E-03,1
cg16659202,II,13,"32,205,404",R,,3.9E-06,2.4E-06,1.61,0.1080,0.1470,6.07E-05,3.6E-03,0
cg10161194,I,19,"3,983,180",R,EEF2;SNORD37,-1.8E-06,9.4E-07,-1.87,0.0609,0.0904,6.07E-05,3.6E-03,0
cg16536016,II,8,"38,757,775",R,PLEKHA2,2.5E-06,8.6E-07,2.86,0.0042,0.0097,6.08E-05,3.6E-03,1
cg23193059,II,11,"116,706,090",F,,-5.4E-07,1.4E-06,-0.38,0.7076,0.7415,6.08E-05,3.6E-03,0
cg12899248,II,17,"15,845,357",F,,-2.0E-06,1.2E-06,-1.63,0.1028,0.1408,6.09E-05,3.6E-03,0
cg10189607,II,4,"184,719,753",F,,3.0E-06,8.0E-07,3.76,1.7E-04,6.5E-04,6.09E-05,3.6E-03,1
cg12500731,I,2,"242,830,128",R,,9.1E-06,4.6E-06,1.97,0.0489,0.0754,6.10E-05,3.6E-03,0
cg18335607,II,5,"172,755,413",F,STC2,2.5E-06,1.2E-06,2.01,0.0448,0.0700,6.10E-05,3.6E-03,0
cg13166098,II,14,"75,313,044",F,,-1.8E-06,1.4E-06,-1.29,0.1987,0.2469,6.10E-05,3.6E-03,0
cg01310750,II,19,"52,996,548",R,ZNF578,1.2E-05,2.7E-06,4.59,4.5E-06,2.9E-05,6.11E-05,3.6E-03,1
cg14255337,II,12,"121,972,602",R,KDM2B,-1.3E-06,1.6E-06,-0.81,0.4193,0.4691,6.11E-05,3.6E-03,0
cg10401088,II,12,"91,505,197",R,LUM,-2.1E-05,3.4E-06,-6.17,6.9E-10,1.2E-08,6.11E-05,3.6E-03,1
cg16095155,II,6,"31,127,863",F,TCF19,-4.6E-06,1.6E-06,-2.93,0.0034,0.0081,6.11E-05,3.6E-03,1
cg00408678,II,6,"36,897,641",R,,-3.9E-06,2.0E-06,-1.93,0.0534,0.0810,6.11E-05,3.6E-03,0
cg05084700,II,13,"114,058,019",R,,-9.7E-07,1.6E-06,-0.61,0.5403,0.5859,6.11E-05,3.6E-03,0
cg26089827,I,12,"132,116,780",F,,3.2E-06,1.7E-06,1.81,0.0703,0.1019,6.11E-05,3.6E-03,0
cg25110782,II,12,"57,624,371",F,SHMT2,-3.9E-06,1.6E-06,-2.53,0.0114,0.0223,6.12E-05,3.6E-03,1
cg02447620,II,6,"43,604,584",R,MAD2L1BP,-9.0E-06,1.9E-06,-4.74,2.2E-06,1.5E-05,6.12E-05,3.6E-03,1
cg01938023,II,5,"138,855,699",F,TMEM173,8.9E-08,1.4E-06,0.06,0.9508,0.9575,6.12E-05,3.6E-03,0
cg26775087,I,3,"15,382,808",R,SH3BP5,4.1E-06,1.3E-06,3.03,0.0025,0.0062,6.12E-05,3.6E-03,1
cg02169286,II,7,"138,665,283",R,KIAA1549,3.7E-06,1.3E-06,2.94,0.0033,0.0078,6.13E-05,3.6E-03,1
cg00127150,II,22,"22,862,144",R,ZNF280B,-7.3E-06,2.2E-06,-3.26,0.0011,0.0031,6.13E-05,3.6E-03,1
cg09438522,II,3,"15,000,765",R,NR2C2,1.2E-05,3.4E-06,3.52,4.3E-04,0.0014,6.13E-05,3.6E-03,1
cg06639870,II,2,"152,954,155",F,CACNB4,6.6E-06,3.0E-06,2.18,0.0290,0.0486,6.15E-05,3.6E-03,1
cg16190225,II,7,"1,163,456",R,C7orf50,-1.6E-05,2.7E-06,-5.82,5.8E-09,8.2E-08,6.15E-05,3.6E-03,1
cg15701047,II,10,"20,106,873",R,PLXDC2,1.5E-06,1.3E-06,1.13,0.2572,0.3071,6.16E-05,3.6E-03,0
cg19279257,I,7,"100,463,508",F,SLC12A9;TRIP6,1.2E-06,1.8E-06,0.68,0.4957,0.5434,6.17E-05,3.6E-03,0
cg12417775,II,1,"212,463,238",F,PPP2R5A,6.0E-06,2.5E-06,2.42,0.0154,0.0287,6.18E-05,3.6E-03,1
cg26816688,II,7,"156,433,669",F,C7orf13;RNF32,-2.6E-06,1.1E-06,-2.46,0.0138,0.0262,6.18E-05,3.6E-03,1
cg20721121,I,10,"64,565,336",F,ADO,-7.0E-07,2.8E-07,-2.47,0.0136,0.0258,6.19E-05,3.6E-03,1
cg17113856,II,6,"32,120,895",R,PPT2;PRRT1,-1.2E-05,3.2E-06,-3.83,1.3E-04,5.1E-04,6.19E-05,3.6E-03,1
cg08857310,II,17,"75,567,635",F,,9.5E-07,7.8E-07,1.22,0.2212,0.2706,6.19E-05,3.6E-03,0
cg01904243,II,14,"74,251,254",F,C14orf43,-8.0E-06,1.4E-06,-5.86,4.7E-09,6.7E-08,6.20E-05,3.6E-03,1
cg11036041,II,4,"41,365,307",F,LIMCH1,-2.2E-05,5.0E-06,-4.42,9.8E-06,5.6E-05,6.20E-05,3.6E-03,1
cg21511321,II,7,"1,004,997",F,COX19,2.4E-06,1.5E-06,1.56,0.1197,0.1604,6.20E-05,3.6E-03,0
cg02162897,II,2,"38,300,537",R,CYP1B1,2.9E-06,2.9E-06,1.00,0.3173,0.3681,6.20E-05,3.6E-03,0
cg14790107,II,1,"204,047,878",R,SOX13,-4.6E-06,2.0E-06,-2.27,0.0233,0.0405,6.20E-05,3.6E-03,1
cg16296843,II,12,"49,947,416",F,KCNH3,2.5E-06,2.6E-06,0.96,0.3390,0.3900,6.21E-05,3.6E-03,0
cg10121429,II,16,"75,466,707",F,CFDP1,-1.9E-06,1.0E-06,-1.84,0.0656,0.0961,6.21E-05,3.6E-03,0
cg21883293,II,11,"32,334,657",F,,2.2E-06,1.3E-06,1.76,0.0783,0.1116,6.21E-05,3.6E-03,0
cg12195135,II,19,"58,919,312",R,ZNF584,-2.4E-06,1.4E-06,-1.63,0.1024,0.1403,6.21E-05,3.6E-03,0
cg00476771,II,5,"64,398,066",R,,3.5E-06,2.4E-06,1.47,0.1412,0.1843,6.21E-05,3.6E-03,0
cg16948827,II,11,"126,455,885",R,KIRREL3,8.5E-07,6.1E-07,1.40,0.1621,0.2073,6.22E-05,3.6E-03,0
cg23686174,II,18,"61,637,128",F,SERPINB8,-1.1E-06,6.3E-07,-1.79,0.0738,0.1062,6.22E-05,3.6E-03,0
cg01196858,II,7,"30,027,454",R,SCRN1,-5.7E-06,1.9E-06,-2.94,0.0033,0.0079,6.23E-05,3.6E-03,1
cg26883251,II,1,"213,169,046",R,ANGEL2,-6.9E-06,1.7E-06,-3.94,8.3E-05,3.5E-04,6.23E-05,3.6E-03,1
cg26655340,II,5,"154,230,141",F,C5orf4,-1.2E-07,1.4E-06,-0.08,0.9343,0.9433,6.23E-05,3.6E-03,0
cg05595692,II,2,"75,059,313",F,HK2,-4.5E-07,1.3E-06,-0.36,0.7185,0.7513,6.24E-05,3.6E-03,0
cg05010058,II,2,"65,284,262",F,CEP68,-1.8E-06,8.6E-07,-2.07,0.0389,0.0621,6.24E-05,3.6E-03,0
cg03906115,II,2,"33,359,529",R,LTBP1,3.1E-06,2.4E-06,1.31,0.1903,0.2380,6.25E-05,3.6E-03,0
cg00563926,II,1,"92,352,481",F,TGFBR3,-6.9E-07,1.7E-06,-0.41,0.6809,0.7168,6.25E-05,3.6E-03,0
cg17611674,II,10,"8,094,431",R,FLJ45983,-5.2E-06,1.4E-06,-3.61,3.1E-04,0.0011,6.26E-05,3.6E-03,1
cg17599748,II,6,"31,589,597",R,SNORA38;BAT2,-1.1E-05,2.4E-06,-4.75,2.0E-06,1.4E-05,6.26E-05,3.6E-03,1
cg17901382,II,17,"73,514,798",R,TSEN54,5.0E-06,3.4E-06,1.46,0.1441,0.1877,6.26E-05,3.6E-03,0
cg20539752,I,2,"176,994,305",F,HOXD8,5.7E-07,9.0E-07,0.63,0.5258,0.5718,6.27E-05,3.6E-03,0
cg04754652,II,3,"150,921,051",F,MED12L;GPR171,7.7E-06,2.1E-06,3.73,1.9E-04,7.1E-04,6.27E-05,3.6E-03,1
cg14835443,I,12,"47,225,543",R,,1.6E-06,9.7E-07,1.62,0.1059,0.1445,6.27E-05,3.6E-03,0
cg01771019,I,13,"28,493,057",R,PDX1,-6.6E-06,2.5E-06,-2.66,0.0078,0.0163,6.27E-05,3.6E-03,1
cg18417061,II,14,"61,972,660",R,PRKCH,3.0E-07,1.7E-06,0.17,0.8619,0.8799,6.28E-05,3.7E-03,0
cg25027125,II,14,"35,182,801",R,CFL2,-9.8E-06,2.7E-06,-3.65,2.6E-04,9.3E-04,6.29E-05,3.7E-03,1
cg21685138,II,17,"9,195,676",R,STX8,5.5E-07,7.3E-07,0.76,0.4489,0.4980,6.30E-05,3.7E-03,0
cg08147181,II,14,"103,394,355",F,AMN,3.9E-06,1.1E-06,3.69,2.2E-04,8.1E-04,6.30E-05,3.7E-03,1
cg04677158,II,5,"78,279,841",F,ARSB,-8.8E-06,2.5E-06,-3.49,4.8E-04,0.0016,6.30E-05,3.7E-03,1
cg11789371,II,14,"102,551,385",R,HSP90AA1,-6.2E-06,1.2E-06,-5.04,4.6E-07,3.9E-06,6.31E-05,3.7E-03,1
cg27060381,II,22,"30,723,363",F,TBC1D10A,-5.2E-06,1.5E-06,-3.51,4.4E-04,0.0014,6.31E-05,3.7E-03,1
cg03854595,II,16,"11,347,455",R,,-2.7E-06,1.2E-06,-2.29,0.0221,0.0388,6.32E-05,3.7E-03,1
cg10646402,II,12,"15,475,490",R,PTPRO,2.7E-06,1.1E-06,2.47,0.0137,0.0260,6.32E-05,3.7E-03,1
cg04661929,II,17,"75,320,035",R,SEPT9,3.9E-06,1.4E-06,2.82,0.0049,0.0110,6.33E-05,3.7E-03,1
cg16582344,I,1,"228,270,207",R,ARF1,-9.6E-07,3.8E-07,-2.49,0.0128,0.0246,6.33E-05,3.7E-03,1
cg14032371,II,8,"103,137,859",F,NCALD,-2.1E-06,1.3E-06,-1.64,0.1003,0.1381,6.33E-05,3.7E-03,0
cg02922280,II,1,"54,938,239",R,,-5.5E-06,1.5E-06,-3.77,1.7E-04,6.4E-04,6.34E-05,3.7E-03,1
cg13633262,II,17,"3,461,398",F,TRPV3,-3.0E-06,2.1E-06,-1.46,0.1442,0.1878,6.34E-05,3.7E-03,0
cg22772440,I,6,"150,716,612",F,IYD,-8.5E-06,4.1E-06,-2.09,0.0367,0.0591,6.35E-05,3.7E-03,0
cg03392753,II,7,"1,005,576",F,COX19,2.0E-06,2.2E-06,0.90,0.3703,0.4205,6.36E-05,3.7E-03,0
cg14538319,II,15,"93,464,153",F,CHD2,-2.3E-06,1.1E-06,-2.00,0.0458,0.0714,6.36E-05,3.7E-03,0
cg12336290,II,10,"72,362,674",R,PRF1,6.6E-06,1.7E-06,3.93,8.5E-05,3.6E-04,6.37E-05,3.7E-03,1
cg07212818,II,11,"638,076",R,DRD4,-1.3E-05,4.7E-06,-2.73,0.0064,0.0137,6.38E-05,3.7E-03,1
cg09787315,II,7,"129,410,792",F,MIR182,2.8E-06,1.4E-06,1.97,0.0486,0.0751,6.39E-05,3.7E-03,0
cg04788957,II,10,"105,438,008",F,SH3PXD2A,-3.8E-07,2.7E-06,-0.14,0.8882,0.9037,6.40E-05,3.7E-03,0
cg02629761,II,14,"89,020,745",R,PTPN21,-3.7E-06,1.2E-06,-3.18,0.0015,0.0040,6.40E-05,3.7E-03,1
cg14141458,II,2,"46,770,817",F,RHOQ,2.2E-06,1.2E-06,1.89,0.0586,0.0874,6.41E-05,3.7E-03,0
cg22700848,II,12,"124,990,942",R,NCOR2,-5.9E-07,1.2E-06,-0.48,0.6320,0.6722,6.41E-05,3.7E-03,0
cg09162537,II,11,"976,950",R,AP2A2,7.3E-06,2.0E-06,3.58,3.5E-04,0.0012,6.42E-05,3.7E-03,1
cg00760562,II,3,"195,942,993",R,OSTalpha,-1.0E-05,3.3E-06,-3.05,0.0023,0.0058,6.42E-05,3.7E-03,1
cg02175308,II,1,"109,941,060",F,SORT1,3.7E-06,2.7E-06,1.38,0.1683,0.2141,6.42E-05,3.7E-03,0
cg06696815,I,4,"1,284,574",F,MAEA,-7.5E-06,1.4E-06,-5.52,3.4E-08,3.9E-07,6.44E-05,3.7E-03,1
cg00381745,II,7,"99,096,450",F,ZNF394,-4.0E-06,2.6E-06,-1.54,0.1238,0.1651,6.45E-05,3.7E-03,0
cg04234016,II,12,"7,062,109",F,PTPN6,-8.9E-06,1.8E-06,-5.01,5.3E-07,4.5E-06,6.45E-05,3.7E-03,1
cg04929932,II,1,"91,195,683",R,,-1.2E-05,2.6E-06,-4.70,2.6E-06,1.8E-05,6.45E-05,3.7E-03,1
cg01782097,I,1,"846,637",R,,1.3E-06,1.9E-06,0.69,0.4920,0.5397,6.46E-05,3.7E-03,0
cg22845855,II,10,"95,205,551",R,MYOF,-7.4E-06,1.7E-06,-4.23,2.4E-05,1.2E-04,6.46E-05,3.7E-03,1
cg14973995,II,4,"2,935,692",R,MFSD10,-8.2E-06,1.6E-06,-4.96,7.2E-07,5.8E-06,6.46E-05,3.7E-03,1
cg15824323,II,5,"141,072,814",R,,-1.3E-06,1.6E-06,-0.80,0.4254,0.4749,6.46E-05,3.7E-03,0
cg14597067,II,15,"21,906,168",R,,8.0E-06,3.3E-06,2.44,0.0147,0.0275,6.46E-05,3.7E-03,1
cg06394247,II,9,"36,986,788",F,PAX5,1.2E-06,1.3E-06,0.89,0.3723,0.4225,6.47E-05,3.7E-03,0
cg17779676,II,17,"55,982,124",R,CUEDC1,-6.6E-06,1.4E-06,-4.74,2.2E-06,1.5E-05,6.47E-05,3.7E-03,1
cg11908057,II,7,"27,171,154",R,HOXA4,-1.1E-05,3.4E-06,-3.16,0.0016,0.0043,6.48E-05,3.8E-03,1
cg09697696,II,5,"139,488,623",R,,-4.4E-06,1.9E-06,-2.25,0.0246,0.0423,6.49E-05,3.8E-03,1
cg06786600,II,17,"38,666,816",F,,2.0E-07,1.0E-06,0.20,0.8403,0.8609,6.49E-05,3.8E-03,0
cg09682213,II,15,"83,777,082",R,TM6SF1,4.5E-06,1.4E-06,3.18,0.0015,0.0040,6.49E-05,3.8E-03,1
cg08262220,II,1,"2,995,506",R,PRDM16,-1.4E-05,2.3E-06,-6.16,7.4E-10,1.3E-08,6.49E-05,3.8E-03,1
cg05021842,II,19,"3,464,940",R,,-9.8E-06,2.4E-06,-4.11,4.0E-05,1.9E-04,6.49E-05,3.8E-03,1
cg19957803,II,5,"133,510,077",R,SKP1,-3.1E-06,1.4E-06,-2.25,0.0244,0.0420,6.49E-05,3.8E-03,1
cg11690578,II,17,"4,510,827",R,SMTNL2,-9.9E-06,2.1E-06,-4.62,3.8E-06,2.4E-05,6.50E-05,3.8E-03,1
cg05355684,II,16,"88,720,379",F,MVD,1.7E-06,2.1E-06,0.80,0.4224,0.4722,6.51E-05,3.8E-03,0
cg08146256,I,14,"21,734,410",F,HNRNPC,-6.5E-06,2.0E-06,-3.25,0.0011,0.0032,6.51E-05,3.8E-03,1
cg19646112,II,14,"24,804,342",F,ADCY4,1.8E-06,8.7E-07,2.10,0.0356,0.0577,6.51E-05,3.8E-03,0
cg10932907,II,11,"129,723,947",F,TMEM45B,-3.8E-06,1.9E-06,-2.01,0.0449,0.0702,6.51E-05,3.8E-03,0
cg22345692,II,5,"32,712,879",F,NPR3,4.3E-07,6.1E-07,0.70,0.4837,0.5315,6.51E-05,3.8E-03,0
cg00591868,I,19,"19,729,048",R,PBX4,-3.6E-07,1.9E-06,-0.19,0.8528,0.8720,6.52E-05,3.8E-03,0
cg06279471,I,11,"67,806,118",R,TCIRG1,-5.9E-06,2.3E-06,-2.57,0.0103,0.0205,6.52E-05,3.8E-03,1
cg08790319,II,16,"2,203,008",R,RAB26,-1.1E-05,1.7E-06,-6.43,1.3E-10,2.7E-09,6.52E-05,3.8E-03,1
cg18433086,II,1,"179,199,613",R,ABL2,-1.9E-05,2.9E-06,-6.65,2.9E-11,6.8E-10,6.52E-05,3.8E-03,1
cg25163651,II,15,"21,906,149",F,,5.7E-06,3.0E-06,1.90,0.0572,0.0858,6.53E-05,3.8E-03,0
cg26127778,I,15,"93,617,141",R,RGMA,4.9E-06,2.7E-06,1.83,0.0665,0.0973,6.53E-05,3.8E-03,0
cg23319477,II,6,"33,267,989",R,TAPBP;RGL2,-7.7E-06,2.3E-06,-3.33,8.8E-04,0.0026,6.53E-05,3.8E-03,1
cg03274989,I,19,"53,445,886",R,ZNF321,1.5E-05,3.1E-06,5.01,5.5E-07,4.6E-06,6.53E-05,3.8E-03,1
cg24004665,II,10,"52,176,755",R,SGMS1,-7.0E-06,2.3E-06,-3.11,0.0019,0.0049,6.53E-05,3.8E-03,1
cg19951663,II,5,"134,871,634",F,NEUROG1,1.6E-06,1.2E-06,1.41,0.1581,0.2032,6.55E-05,3.8E-03,0
cg26554265,II,1,"23,206,348",F,EPHB2,-3.5E-06,1.5E-06,-2.36,0.0182,0.0330,6.56E-05,3.8E-03,1
cg03031234,II,10,"94,599,105",R,EXOC6,6.3E-06,2.5E-06,2.50,0.0123,0.0239,6.57E-05,3.8E-03,1
cg02003183,I,14,"103,415,882",F,CDC42BPB,1.7E-05,2.9E-06,6.06,1.4E-09,2.3E-08,6.59E-05,3.8E-03,1
cg01685893,II,11,"112,048,262",R,BCO2,6.3E-06,2.3E-06,2.71,0.0067,0.0143,6.60E-05,3.8E-03,1
cg14295924,II,11,"1,990,900",R,,-9.5E-06,2.3E-06,-4.07,4.8E-05,2.2E-04,6.60E-05,3.8E-03,1
cg11254522,II,1,"27,950,343",R,FGR,3.1E-06,1.3E-06,2.33,0.0200,0.0357,6.61E-05,3.8E-03,1
cg00639635,II,6,"143,837,891",F,,2.7E-06,1.5E-06,1.87,0.0622,0.0919,6.62E-05,3.8E-03,0
cg03884792,I,12,"49,372,108",F,WNT1,-1.0E-07,3.8E-07,-0.27,0.7890,0.8153,6.62E-05,3.8E-03,0
cg26521448,II,16,"11,876,426",R,ZC3H7A,-2.7E-06,1.4E-06,-2.00,0.0460,0.0717,6.62E-05,3.8E-03,0
cg23063440,II,6,"107,446,472",F,,5.1E-06,3.1E-06,1.64,0.1005,0.1382,6.63E-05,3.8E-03,0
cg16630369,I,5,"66,307,391",R,MAST4,-9.4E-06,2.0E-06,-4.70,2.6E-06,1.8E-05,6.63E-05,3.8E-03,1
cg18002437,II,1,"144,522,237",R,LOC728875,-2.8E-06,1.3E-06,-2.20,0.0275,0.0464,6.63E-05,3.8E-03,1
cg20844262,II,20,"62,367,372",R,ZGPAT;LIME1,1.4E-06,1.2E-06,1.22,0.2221,0.2715,6.63E-05,3.8E-03,0
